id,name_tr,name_en,category,sub_category,city,district,neighbourhood,address,region_id,summary_tr,summary_en,opening_hours,ticket_required,website,main_image_url,is_unesco,protection_status,source_name,source_url,last_update,lon,lat
TR-00011,Ardahan Kalesi,Ardahan Castle,Kale,,Ardahan,Merkez,,Ardahan Merkez,TR-EAST,"Ardahan Kalesi, Ardahan şehir merkezinde, Kura Nehri'nin batı kıyısında yer alan tarihi bir kaledir. Kale, farklı dönemlerde Gürcüler, Osmanlılar ve Ruslar tarafından kullanılmıştır. Günümüzde restore edilerek turizme kazandırılmıştır.","Ardahan Castle is a historical castle located in the city center of Ardahan, on the west bank of the Kura River. The castle was used by Georgians, Ottomans, and Russians in different periods. Today, it has been restored and opened to tourism.",,FALSE,,,FALSE,,"Wikipedia, Muze.gov.tr","https://tr.wikipedia.org/wiki/Ardahan_Kalesi, https://muze.gov.tr/",2023-10-26,42.704444,41.111944
TR-00012,Arsameia Antik Kenti,Arsameia Ancient City,Antik Kent,Arkeolojik Sit Alanı,Adıyaman,Kahta,Eski Kahta,"Eski Kahta Köyü Yakınları, Kahta, Adıyaman",TR-EAST,"Arsameia, Kommagene Krallığı'nın önemli bir antik kentidir. Kent, özellikle Mithras'ın kült merkezi olarak bilinir ve kraliyet ailesinin yazlık başkenti olarak hizmet vermiştir.",Arsameia is an important ancient city of the Kingdom of Commagene. The city is particularly known as the cult center of Mithras and served as the summer capital of the royal family.,08:00-17:00,FALSE,,,TRUE,Sit Alanı,"Wikipedia, Unesco, Muze.gov.tr",https://muze.gov.tr/muze-detay?SectionId=ARS01&DistId=ARS,2023-10-26,39.013889,38.716667
TR-00013,Arslantepe Höyüğü,Arslantepe Mound,Arkeolojik Sit Alanı,Höyük,Malatya,Battalgazi,,"Arslantepe Ören Yeri, Battalgazi/Malatya",TR-EAST,"Arslantepe Höyüğü, Malatya'da yer alan ve MÖ 5. binyıldan MS 11. yüzyıla kadar yerleşim görmüş bir höyüktür. UNESCO Dünya Mirası Listesi'ndedir.","Arslantepe Mound is an archaeological site located in Malatya, Turkey, that has been inhabited from the 5th millennium BC to the 11th century AD. It is a UNESCO World Heritage Site.",08:00-19:00,TRUE,,,TRUE,UNESCO Dünya Mirası,"Wikipedia, Unesco, Muze.gov.tr","https://whc.unesco.org/en/list/1622/, https://muze.gov.tr/muze-detay?SectionId=ARS01&PlaceId=7",2023-10-26,38.691944,38.348889
TR-00014,Aspendos Antik Tiyatrosu,Aspendos Ancient Theatre,Tarihi Yapı,Antik Tiyatro,Antalya,Serik,Belkıs,"Aspendos Ören Yeri, Belkıs, Serik/Antalya",TR-EAST,"Aspendos Antik Tiyatrosu, Antalya'nın Serik ilçesinde bulunan ve Roma dönemine ait olan antik bir tiyatrodur. M.S. 2. yüzyılda inşa edilen tiyatro, günümüze kadar oldukça iyi korunmuş ve hala çeşitli etkinliklere ev sahipliği yapmaktadır. Sahne binası ve oturma sıraları neredeyse ilk günkü gibi sağlamdır.","The Aspendos Ancient Theatre is a Roman theatre in Antalya's Serik district. Built in the 2nd century AD, the theatre is very well preserved and still hosts various events. The stage building and seating rows are almost as solid as they were on the first day.",08:00-19:00,TRUE,,,TRUE,Koruma Altında,"Wikipedia, Unesco, Muze.gov.tr",https://muze.gov.tr/muze-detay?SectionId=ANT01&DistId=ANT,2023-10-26,30.950278,36.945
TR-00015,Bakırcılar Çarşısı,Coppersmiths Bazaar,Çarşı,El Sanatları Çarşısı,Gaziantep,Şahinbey,,"Bakırcılar Çarşısı, Şahinbey, Gaziantep, Türkiye",TR-EAST,"Bakırcılar Çarşısı, Gaziantep'te yer alan tarihi bir çarşıdır. Çarşıda bakır işlemeciliği ürünleri satılmaktadır.","The Coppersmiths Bazaar is a historical market located in Gaziantep, Turkey, where copperware products are sold.",,FALSE,,,FALSE,,Wikipedia,https://tr.wikipedia.org/wiki/Bak%C4%B1rc%C4%B1lar_%C3%87ar%C5%9F%C4%B1s%C4%B1,2023-11-19,37.0625,37.3833
TR-00016,Balıklıgöl Kompleksi,Balikli Gol Complex,Tarihi ve Dini Mekan,Göl ve Kutsal Alan,Şanlıurfa,Eyyübiye,,"Eyyübiye, Şanlıurfa, Türkiye",TR-EAST,"Balıklıgöl, Şanlıurfa'da yer alan ve Halil-ür Rahman Gölü ile Aynzeliha Gölü'nü içeren tarihi ve turistik bir komplekstir. İnanışa göre, İbrahim peygamber ateşe atıldığında bu göller oluşmuştur ve içindeki balıklar da o ateşin odunlarından meydana gelmiştir.","Balikli Gol is a historical and touristic complex in Şanlıurfa, Turkey, comprising the Halil-ür Rahman Lake and Aynzeliha Lake. According to belief, these lakes were formed when the prophet Abraham was thrown into the fire, and the fish in them originated from the wood of that fire.",Her gün açık,FALSE,,,FALSE,Sit Alanı,"Wikipedia, Unesco, Muze.gov.tr",https://tr.wikipedia.org/wiki/Bal%C4%B1kl%C4%B1g%C3%B6l,2023-10-26,38.7844,39.7628
TR-00017,Battalgazi Ulu Camii,Battalgazi Grand Mosque,Dini Yapı,Cami,Malatya,Battalgazi,Ulu Camii Mahallesi,"Ulu Camii Mahallesi, Battalgazi, Malatya",TR-EAST,"Battalgazi Ulu Camii, Malatya'nın Battalgazi ilçesinde bulunan tarihi bir camidir. 13. yüzyılda Selçuklu Sultanı Alaeddin Keykubad tarafından yaptırılmıştır.",The Great Mosque of Battalgazi is a historical mosque located in the Battalgazi district of Malatya. It was built in the 13th century by the Seljuk Sultan Alaeddin Keykubad.,,FALSE,,,FALSE,Tescilli,"Wikipedia, Unesco, Muze.gov.tr",https://muze.gov.tr/,2023-10-26,38.461111,38.344167
TR-00018,Bitlis Kalesi,Bitlis Castle,Kale,,Bitlis,Bitlis Merkez,,,TR-EAST,"Bitlis Kalesi, Bitlis il merkezinde bulunan tarihi bir kaledir. Kale, sarp bir kaya üzerine kurulmuştur ve şehrin önemli simgelerinden biridir. Savunma amaçlı inşa edilmiştir.",Bitlis Castle is a historical castle located in the city center of Bitlis. The castle was built on a steep rock and is one of the important symbols of the city. It was built for defense purposes.,,FALSE,,,FALSE,,"Wikipedia, Muze.gov.tr","https://tr.wikipedia.org/wiki/Bitlis_Kalesi, https://muze.gov.tr/",2023-10-20,42.111944,38.401944
TR-00019,Büyük Saat Kulesi,Adana Clock Tower,Mimari,Saat Kulesi,Adana,Seyhan,Ulucami,"Ali Münif Yeğenağa Caddesi, Seyhan, Adana",TR-EAST,"Büyük Saat, Adana'da bulunan tarihi bir saat kulesidir. 1882 yılında yapımına başlanmış ve 1882 yılında tamamlanmıştır. 32 metre yüksekliği ile Türkiye'nin en yüksek saat kulelerinden biridir.","Büyük Saat (English: Grand Clock Tower) is a historical clock tower in Adana, Turkey. It is the tallest clock tower in Turkey.",,FALSE,,,FALSE,Tescilli Kültür Varlığı,Wikipedia,https://tr.wikipedia.org/wiki/B%C3%BCy%C3%BCk_Saat,2023-10-26,35.326944,36.987778
TR-00020,Cendere Köprüsü,Cendere Bridge,Mimari,Köprü,Adıyaman,Kâhta,,"Cendere Vadisi, Kâhta, Adıyaman, Türkiye",TR-EAST,"Cendere Köprüsü, Türkiye'nin Adıyaman ilinin Kâhta ilçesi yakınlarında bulunan tarihi bir Roma köprüsüdür. Köprü, Cendere Çayı üzerinde yer alır ve antik Kommagene Krallığı döneminde inşa edilmiştir.","The Cendere Bridge is a Roman bridge near the ancient city of Arsameia (today Eski Kale) in Adıyaman Province, in southeastern Turkey. It is located on the road between Kâhta and Sincik, and crosses the Cendere River (Çendere Çayı), a tributary of the Kâhta Creek.",,FALSE,,,TRUE,Sit Alanı,"Wikipedia, Unesco, Muze.gov.tr","https://tr.wikipedia.org/wiki/Cendere_K%C3%B6pr%C3%BCs%C3%BC, https://whc.unesco.org/en/tentativelists/5905, https://muze.gov.tr/",2023-10-26,38.069722,38.644167
TR-00021,Cennet Cehennem Obrukları,Heaven and Hell Sinkholes,Doğal Oluşum,Obruk,Mersin,Silifke,Uzuncaburç,"Uzuncaburç, 33950 Silifke/Mersin, Türkiye",TR-EAST,"Cennet ve Cehennem obrukları, Türkiye'nin Mersin ilinin Silifke ilçesinde yer alan iki büyük obruktur. Cennet Obruğu'nun tabanına Meryem Ana Kilisesi inşa edilmiştir. Cehennem Obruğu ise derinliği nedeniyle yalnızca izlenebilmektedir.","The Heaven and Hell sinkholes are two large sinkholes located in the Silifke district of Mersin, Turkey. The Church of the Virgin Mary was built at the bottom of the Heaven Sinkhole. The Hell Sinkhole can only be observed due to its depth.",08:00–17:00,TRUE,,,FALSE,,"Wikipedia, Muze.gov.tr",https://tr.wikipedia.org/wiki/Cennet_ve_Cehennem_obruklar%C4%B1,2023-10-26,34.155556,36.526944
TR-00022,Çifte Minareli Medrese,Double Minaret Madrasa,Tarihi Yapı,Medrese,Erzurum,Yakutiye,Cami Nebi,"Cami Nebi Mahallesi, Çifte Minareli Medrese, Yakutiye, Erzurum",TR-EAST,"Çifte Minareli Medrese, Erzurum'da bulunan ve Anadolu Selçuklu dönemine ait önemli bir yapıdır. 13. yüzyılın sonlarında inşa edildiği tahmin edilmektedir. Medrese, adını iki yüksek minaresinden almaktadır ve taş işçiliği ile dikkat çekmektedir. Günümüzde müze olarak hizmet vermektedir.","The Double Minaret Madrasa is a significant Anatolian Seljuk structure located in Erzurum. It is estimated to have been built in the late 13th century. The madrasa, named after its two tall minarets, is notable for its stone workmanship. Today, it serves as a museum.",08:30-17:30,FALSE,,,FALSE,Kültür Varlığı,"Wikipedia, Unesco, Muze.gov.tr",https://muze.gov.tr/muze-detay?SectionId=ERZ01&DistId=ERZ,2023-10-26,41.270556,36.485278
TR-00023,Cizre Ulu Camii,Cizre Grand Mosque,Dini Yapı,Cami,Şırnak,Cizre,Kale,"Kale Mahallesi, Cizre, Şırnak, Türkiye",TR-EAST,"Cizre Ulu Camii, Şırnak'ın Cizre ilçesinde yer alan tarihi bir camidir. Caminin ilk olarak ne zaman inşa edildiği kesin olarak bilinmemekle birlikte, farklı dönemlerde çeşitli eklemeler ve onarımlar geçirmiştir. Cami, özellikle Artuklu ve Abbasi dönemlerine ait izler taşımaktadır.","The Grand Mosque of Cizre is a historical mosque located in the Cizre district of Şırnak. Although the exact date of the mosque's initial construction is unknown, it has undergone various additions and repairs over different periods. The mosque bears traces of the Artuqid and Abbasid periods.",,FALSE,,,FALSE,Tescilli,"Wikipedia, Muze.gov.tr","https://tr.wikipedia.org/wiki/Cizre_Ulu_Camii, https://muze.gov.tr/",2023-10-26,42.191667,37.328889
TR-00024,Dara Antik Kenti,Dara Ancient City,Tarihi Kent,Arkeolojik Sit Alanı,Mardin,Artuklu,Oğuz,"Oğuz, 47100 Artuklu/Mardin, Türkiye",TR-EAST,"Dara Antik Kenti, Mardin'in 30 kilometre güneydoğusunda, Türkiye-Suriye sınırına yakın Oğuz Köyü'nde bulunan antik bir şehirdir. Kökeni MÖ 5. yüzyıla kadar uzanmaktadır ve Doğu Roma İmparatorluğu döneminde önemli bir askeri üs olmuştur. Şehirde kiliseler, saraylar, çarşılar, zindanlar ve su sarnıçları gibi yapılar bulunmaktadır. Nekropol alanı, ziyaretçilerin en çok ilgisini çeken yerlerden biridir.","Dara Ancient City is an ancient city located 30 kilometers southeast of Mardin, near the Turkish-Syrian border, in Oğuz Village. Its origins date back to the 5th century BC and it was an important military base during the Eastern Roman Empire. The city contains structures such as churches, palaces, bazaars, dungeons and water cisterns. The necropolis area is one of the most popular places for visitors.",,FALSE,,,FALSE,Sit Alanı,"Wikipedia, Muze.gov.tr","https://tr.wikipedia.org/wiki/Dara_Antik_Kenti, https://muze.gov.tr/mekan/mardin-dara-antik-kenti",2023-10-26,40.944444,37.346944
TR-00025,Derviş Hüseyin Ocağı,Derviş Hüseyin Ocağı,Inanç Merkezi,Alevi Ocağı,Konya,Cihanbeyli,,,TR-EAST,"Derviş Hüseyin Ocağı, Konya'nın Cihanbeyli ilçesinde bulunan bir Alevi ocağıdır. Bölgedeki Alevi topluluğu için önemli bir ziyaret ve ibadet yeridir. ",Derviş Hüseyin Ocağı is an Alevi Ocak located in the Cihanbeyli district of Konya. It is an important place of pilgrimage and worship for the Alevi community in the region. ,,FALSE,,,FALSE,,Wikipedia,https://tr.wikipedia.org/wiki/Dervi%C5%9F_H%C3%BCseyin_Oca%C4%9F%C4%B1,2024-01-01,39.7575,32.8436
TR-00026,Deyrulzafaran Manastırı,Deyrulzafaran Monastery,İnanç Turizmi,Manastır,Mardin,Merkez,Deyrulzafaran,"Deyrulzafaran Köyü, 47100 Mardin Merkez/Mardin",TR-EAST,"Deyrulzafaran Manastırı, Mardin'de bulunan Süryani Ortodoks manastırı. MS 5. yüzyılda inşa edilmiştir ve yüzyıllar boyunca Süryani Ortodoks Kilisesi'nin önemli merkezlerinden biri olmuştur. Manastır, mimarisi, freskleri ve dini önemi ile bilinir.","Deyrulzafaran Monastery is a Syriac Orthodox monastery located near Mardin, Turkey. It is considered one of the oldest monasteries in the world and has been an important center for the Syriac Orthodox Church for centuries.",09:00-17:00,TRUE,,,FALSE,Kültür ve Turizm Bakanlığı tarafından koruma altında,"Wikipedia, Unesco, Muze.gov.tr","https://tr.wikipedia.org/wiki/Deyr%C3%BClzafer%C3%A2n_Manast%C4%B1r%C4%B1, https://muze.gov.tr/",2023-10-26,40.6825,37.326944
TR-00027,Diyarbakır Surları,Diyarbakır Fortress,Tarihi Eser,Savunma Yapısı,Diyarbakır,Sur,,"Sur, Diyarbakır, Türkiye",TR-EAST,"Diyarbakır Surları, Diyarbakır şehrini çevreleyen tarihi surlardır. Çin Seddi'nden sonra dünyanın en uzun ve geniş surlarıdır. 2015 yılında UNESCO Dünya Mirası olarak tescil edilmiştir.","The Diyarbakır Fortress is a historical fortress surrounding the city of Diyarbakır in Turkey. It is the world's second longest continuous defensive wall, after the Great Wall of China. It became a UNESCO World Heritage Site in 2015.",,FALSE,,,TRUE,UNESCO Dünya Mirası,"Wikipedia, Unesco, Muze.gov.tr","https://whc.unesco.org/en/list/1488/, https://muze.gov.tr/",2023-10-26,37.913611,40.242222
TR-00028,Diyarbakır Ulu Camii,Diyarbakır Grand Mosque,Cami,Ulu Cami,Diyarbakır,Sur,,"Sur, Diyarbakır, Türkiye",TR-EAST,"Diyarbakır Ulu Camii, Türkiye'nin Diyarbakır ilinde bulunan tarihi bir camidir. İslam dünyasının en eski ve önemli camilerinden biri olarak kabul edilir.","The Great Mosque of Diyarbakır is a historic mosque in Diyarbakır, Turkey. It is considered one of the oldest and most important mosques in the Islamic world.",,FALSE,,,TRUE,UNESCO Dünya Mirası,"Wikipedia, Unesco, Muze.gov.tr",https://muze.gov.tr/,2023-10-26,37.914444,40.24
TR-00029,Doğubayazıt Kalesi,Doğubayazıt Castle,Kale,,Ağrı,Doğubayazıt,,,TR-EAST,"Doğubayazıt Kalesi, Ağrı'nın Doğubayazıt ilçesinde bulunan tarihi bir kaledir. Urartular tarafından inşa edildiği tahmin edilmektedir. Kale, stratejik bir konumda yer almaktadır ve tarih boyunca birçok medeniyet tarafından kullanılmıştır.",Doğubayazıt Castle is a historical castle located in the Doğubayazıt district of Ağrı. It is estimated to have been built by the Urartians. The castle is located in a strategic location and has been used by many civilizations throughout history.,,FALSE,,,FALSE,,Wikipedia,https://tr.wikipedia.org/wiki/Do%C4%9Fubayaz%C4%B1t_Kalesi,,44.288889,39.549167
TR-00030,Eğirdir Kalesi,Eğirdir Castle,Tarihi,Kale,Isparta,Eğirdir,Kale Mahallesi,"Kale Mahallesi, Eğirdir, Isparta",TR-EAST,"Eğirdir Kalesi, Eğirdir ilçe merkezinde bulunan tarihi bir kaledir. Kale hakkında kesin bir bilgi olmamakla birlikte, Bizans döneminde yapıldığı tahmin edilmektedir. Farklı dönemlerde onarımlar görmüştür.","Eğirdir Castle is a historical castle located in the town center of Eğirdir. Although there is no definite information about the castle, it is estimated to have been built during the Byzantine period. It has been repaired in different periods.",,FALSE,,,FALSE,,Wikipedia,https://tr.wikipedia.org/wiki/E%C4%9Firdir_Kalesi,2023-10-26,30.855833,37.879167
TR-00031,Erzurum Kalesi,Erzurum Castle,Tarihi Eser,Kale,Erzurum,Yakutiye,Merkez,"Merkez, Kale Cd. No:4, 25100 Yakutiye/Erzurum",TR-EAST,"Erzurum Kalesi, Erzurum şehir merkezinde yer alan tarihi bir kaledir. Kale, farklı dönemlerde çeşitli medeniyetler tarafından kullanılmıştır ve şehrin önemli simgelerinden biridir.",Erzurum Castle is a historical castle located in the city center of Erzurum. The castle has been used by various civilizations in different periods and is one of the important symbols of the city.,,FALSE,,,FALSE,,"Wikipedia, Muze.gov.tr","https://tr.wikipedia.org/wiki/Erzurum_Kalesi, https://muze.gov.tr/",2023-10-26,41.274444,39.914167
TR-00032,Gaziantep Kalesi,Gaziantep Castle,Tarihi Eser,Kale,Gaziantep,Şahinbey,Kaleboynu,"Şahinbey, Gaziantep",TR-EAST,"Gaziantep Kalesi, Gaziantep il merkezinde yer alan tarihi bir kaledir. Kalenin ne zaman ve kimler tarafından yapıldığı kesin olarak bilinmemektedir. Ancak, kalenin Roma döneminde bir gözetleme kulesi olarak kullanıldığı ve daha sonra Bizans İmparatorluğu döneminde genişletildiği düşünülmektedir. Kale, günümüzde müze olarak hizmet vermektedir.","Gaziantep Castle is a historical castle located in the city center of Gaziantep. It is not known exactly when and by whom the castle was built. However, it is thought that the castle was used as a watchtower during the Roman period and later expanded during the Byzantine Empire. The castle serves as a museum today.",08:30–17:30,TRUE,,,FALSE,Kültür Varlığı,"Wikipedia, Unesco, Muze.gov.tr","https://tr.wikipedia.org/wiki/Gaziantep_Kalesi, https://muze.gov.tr/muze-detay?SectionId=GAZ01&DistId=GAZ",2023-10-26,37.064167,37.383333
TR-00033,Germenicia Mozaikleri,Germenicia Mosaics,Arkeolojik Sit Alanı,Mozaik,Kahramanmaraş,Dulkadiroğlu,,"Dulkadiroğlu, Kahramanmaraş, Türkiye",TR-EAST,"Germenicia Antik Kenti, Kahramanmaraş şehir merkezinde bulunan ve Geç Roma dönemine ait mozaikleriyle ünlü bir arkeolojik sit alanıdır.","The Ancient City of Germenicia is an archaeological site located in the city center of Kahramanmaraş, famous for its mosaics from the Late Roman period.",,FALSE,,,FALSE,Arkeolojik Sit Alanı,"Wikipedia, Muze.gov.tr",https://tr.wikipedia.org/wiki/Germenicia_Antik_Kenti,2023-10-26,37.5833,36.9833
TR-00034,Göbeklitepe,Göbeklitepe,Arkeolojik Sit Alanı,Tapınak,Şanlıurfa,Haliliye,Örencik,"Örencik Köyü, Haliliye, Şanlıurfa",TR-EAST,"Göbeklitepe, Şanlıurfa il merkezinin yaklaşık 18 km kuzeydoğusunda yer alan, Neolitik döneme ait arkeolojik bir sit alanıdır. 1996 yılında keşfedilen bu alan, insanlık tarihinin bilinen en eski tapınak kalıntılarını barındırmaktadır.","Göbeklitepe is a Neolithic archaeological site located approximately 18 km northeast of the city of Şanlıurfa. Discovered in 1996, this area houses the oldest known temple remains in human history.",08:00-17:00,TRUE,,,TRUE,UNESCO Dünya Mirası,"Wikipedia, Unesco, Muze.gov.tr","https://tr.wikipedia.org/wiki/G%C3%B6beklitepe, https://whc.unesco.org/en/list/1572/, https://muze.gov.tr/muze-detay?SectionId=GOP01&PlaceId=36897",2023-10-26,38.921389,38.922222
