id,name_tr,name_en,category,sub_category,city,district,neighbourhood,address,region_id,summary_tr,summary_en,opening_hours,ticket_required,website,main_image_url,is_unesco,protection_status,source_name,source_url,last_update,lon,lat
TR-Balikesir-0001,Taksiyarhis Kilisesi (Rahmi Koç Müzesi - Ayvalık),Taksiyarhis Church (Rahmi Koç Museum - Ayvalık),Museum,History Museum,Balıkesir,Ayvalık,Cunda Adası,"Hayrettin Paşa Mahallesi, Cunda Adası, Ayvalık, Balıkesir",TR-WEST,"Taksiyarhis Kilisesi, Ayvalık'ta bulunan tarihi bir kilisedir. Restore edildikten sonra Rahmi Koç Müzesi olarak hizmet vermektedir. Müzede, Rahmi Koç'un kişisel koleksiyonundan çeşitli objeler sergilenmektedir.","The Taksiyarhis Church is a historical church located in Ayvalık. After being restored, it serves as the Rahmi Koç Museum. The museum exhibits various objects from Rahmi Koç's personal collection.","10:00 - 17:00 (Winter), 10:00 - 19:00 (Summer)",TRUE,https://www.rmk-museum.org.tr/ayvalik/,,FALSE,Registered Cultural Property,Wikipedia,https://en.wikipedia.org/wiki/Taksiyarhis_Church_(Ayval%C4%B1k),2025-12-18,26.692387,39.319185
TR-Balıkesir-0001,Ayvalık Tarihi Kent Dokusu,Historical Texture of Ayvalık,Historical Site,Historical City Center,Balıkesir,Ayvalık,Merkez,"Ayvalık Merkez, Balıkesir",TR-WEST,"Ayvalık Tarihi Kent Dokusu, dar sokakları, taş evleri ve tarihi yapılarıyla dikkat çeken, Ege Bölgesi'nin önemli kültürel miraslarından biridir. Zeytincilik ve sabunculuk geçmişiyle de ünlüdür.","The Historical Texture of Ayvalık is one of the important cultural heritages of the Aegean Region, attracting attention with its narrow streets, stone houses, and historical buildings. It is also famous for its olive growing and soap making history.",24/7,FALSE,,,TRUE,Urban Protected Area,Wikipedia,https://tr.wikipedia.org/wiki/Ayval%C4%B1k,2025-12-18,26.692183,39.3177182
TR-Balıkesir-0005,Şeytan Sofrası,Şeytan Sofrası (Devil's Feast),Natural,Viewpoint,Balıkesir,Ayvalık,Küçükköy,"Küçükköy, 10400 Ayvalık/Balıkesir, Turkey",TR-WEST,"Şeytan Sofrası, Ayvalık'ta bulunan, lav birikintisiyle oluşmuş tepe. Üzerinde demir kafes içinde ayak izi şeklinde bir çukur bulunur. Rivayete göre şeytanın ayak izi olduğuna inanılır ve dilek dilemek için ziyaret edilir. Gün batımının eşsiz manzarasıyla ünlüdür.","Şeytan Sofrası (Devil's Feast) is a hill formed by lava accumulation in Ayvalık. There is a footprint-shaped pit inside an iron cage on it. According to the legend, it is believed to be the footprint of the devil and is visited to make wishes. It is famous for its unique sunset view.",24/7,FALSE,,,FALSE,,Wikipedia,https://tr.wikipedia.org/wiki/%C5%9Eeytan_Sofras%C4%B1,2025-12-18,26.7172305,39.3046262
TR-Bartın-0001,Amasra Kalesi,Amasra Castle,Historical Site,Castle,Bartın,Amasra,,"Amasra, Bartın, Türkiye",TR-WEST,"Amasra Kalesi, Karadeniz kıyısında yer alan antik Amasra kentinde bulunan tarihi bir kaledir. Roma döneminde yapımına başlanmış, Cenevizliler ve Osmanlılar döneminde de kullanılmıştır.","Amasra Castle is a historical castle located in the ancient city of Amasra on the Black Sea coast. Its construction began in the Roman period, and it was also used during the Genoese and Ottoman periods.",24/7,FALSE,,,FALSE,Archaeological Site,Wikipedia,https://en.wikipedia.org/wiki/Amasra_Castle,2025-12-18,32.385537,41.7470209
TR-Bilecik-0001,Şeyh Edebali Türbesi,Sheikh Edebali Tomb,Historical Site,Tomb,Bilecik,Merkez,Pelitözü,"Pelitözü Köyü, Bilecik",TR-WEST,"Şeyh Edebali Türbesi, Osmanlı Devleti'nin kuruluş döneminde yaşamış önemli bir İslam âlimi ve Osmanlı Devleti'nin manevi kurucusu olarak kabul edilen Şeyh Edebali'nin Bilecik'te bulunan türbesidir.","The Sheikh Edebali Tomb is the tomb of Sheikh Edebali, an important Islamic scholar who lived during the establishment of the Ottoman Empire and is considered the spiritual founder of the Ottoman Empire, located in Bilecik.",08:00 - 17:00,FALSE,,,FALSE,Historical Site,Wikipedia,https://tr.wikipedia.org/wiki/%C5%9Eeyh_Edebali_T%C3%BCrbesi,2025-12-18,29.97933,40.142573
TR-Bodrum-0001,Bodrum Kalesi,Bodrum Castle,Historical Site,Castle,Bodrum,Bodrum,Çarşı,"Çarşı, Kale Cd. No:1, 48400 Bodrum/Muğla, Türkiye",TR-WEST,"Bodrum Kalesi, 15. yüzyılda Rodos Şövalyeleri tarafından St. Jean Şövalyeleri adına inşa edilmiş tarihi bir kaledir. Kale, Bodrum'un sembol yapılarından biridir ve günümüzde müze olarak hizmet vermektedir.",Bodrum Castle is a historical castle built in the 15th century by the Knights of Rhodes in the name of the Knights of St. John. The castle is one of the symbolic structures of Bodrum and serves as a museum today.,"08:30 - 18:30 (Yaz Sezonu), 08:30 - 17:30 (Kış Sezonu)",TRUE,https://muze.gov.tr/muze-detay?SectionId=BKM01&DistId=BKM,,TRUE,Archaeological Site,"Wikipedia, Muze.gov.tr",https://en.wikipedia.org/wiki/Bodrum_Castle,2025-12-18,27.4301994,37.0339334
TR-Bolu-0001,Mudurnu Tarihi Kent Dokusu,Historical Town of Mudurnu,Historical Site,Historical Town,Bolu,Mudurnu,,"Mudurnu, Bolu, Türkiye",TR-WEST,"Mudurnu, Bolu iline bağlı, tarihi evleri ve Osmanlı döneminden kalma yapılarıyla ünlü bir ilçedir. Tarihi kent dokusu, geleneksel Türk şehir yaşamının önemli bir örneğini sunar.","Mudurnu is a town and a district of Bolu Province in the Black Sea region of Turkey, famous for its historical houses and Ottoman-era structures. The historical town texture presents an important example of traditional Turkish urban life.",24/7,FALSE,,,TRUE,Urban Site,Wikipedia,https://tr.wikipedia.org/wiki/Mudurnu,2025-12-18,31.211936,40.462581
TR-Bolu-0001,Göynük Tarihi Kent Dokusu,Historical Town of Göynük,Historical Site,Historical Town,Bolu,Göynük,,"Göynük, Bolu, Türkiye",TR-WEST,"Göynük, Bolu iline bağlı, tarihi evleri ve doğal güzellikleriyle ünlü bir ilçedir. Osmanlı döneminden kalma yapıları, geleneksel yaşam tarzı ve doğal çevresiyle dikkat çeker. Göynük'ün tarihi kent dokusu, UNESCO Dünya Mirası Geçici Listesi'nde yer almaktadır.","Göynük is a town and district of Bolu Province in the Black Sea region of Turkey, known for its historical houses and natural beauty. Its Ottoman-era structures, traditional lifestyle, and natural environment attract visitors. The historical urban texture of Göynük is on the UNESCO World Heritage Tentative List.",24/7 (Exterior Viewing),FALSE,,,TRUE,Urban Protected Area,Wikipedia,https://en.wikipedia.org/wiki/G%C3%B6yn%C3%BCk,2025-12-18,31.5884246,40.724642
TR-Bolu-0001,Yedigöller Milli Parkı,Yedigoller National Park,Natural,National Park,Bolu,Merkez,,"Yedigöller Milli Parkı, Bolu",TR-WEST,"Yedigöller Milli Parkı, Bolu ilinin kuzeyinde yer alan, yedi adet gölü bünyesinde barındıran ve zengin bitki örtüsüyle ünlü bir milli parktır. Farklı ağaç türleri ve doğal güzellikleriyle ziyaretçilerine eşsiz bir deneyim sunar.","Yedigoller National Park is a national park located in the north of Bolu province, Turkey. It is famous for its seven lakes and rich vegetation. It offers a unique experience to its visitors with its different tree species and natural beauties.",24/7,TRUE,https://bolu.ktb.gov.tr/TR-62089/yedigoller-milli-parki.html,,FALSE,National Park,Wikipedia,https://tr.wikipedia.org/wiki/Yedig%C3%B6ller_Mill%C3%AE_Park%C4%B1,2025-12-18,31.7407502,40.9373071
TR-Bolu-0001,Gölcük Tabiat Parkı,Gölcük Nature Park,Natural,Lake,Bolu,Bolu Merkez,,"Gölcük Milli Parkı, 14030 Bolu Merkez/Bolu, Türkiye",TR-WEST,"Gölcük Tabiat Parkı, Bolu şehir merkezine yaklaşık 13 km uzaklıkta bulunan, doğal güzellikleriyle ünlü bir tabiat parkıdır. Göl çevresinde yürüyüş yapabilir, piknik alanlarında dinlenebilir ve eşsiz manzaranın tadını çıkarabilirsiniz.","Gölcük Nature Park is a nature park famous for its natural beauties, located approximately 13 km from Bolu city center. You can walk around the lake, relax in the picnic areas and enjoy the unique view.",24/7,TRUE,http://bolugolcuk.tabiat.gov.tr/,,FALSE,Nature Park,Wikipedia,https://tr.wikipedia.org/wiki/G%C3%B6lc%C3%BCk_Tabiat_Park%C4%B1,2025-12-18,31.6300098,40.6563133
TR-Bolu-0001,Abant Gölü,Lake Abant,Natural,Lake,Bolu,Mudurnu,,"Abant Tabiat Parkı, Bolu",TR-WEST,"Abant Gölü, Bolu il sınırları içerisinde yer alan, doğal güzellikleriyle ünlü bir heyelan set gölüdür. Çevresi zengin bitki örtüsü ve ormanlarla kaplıdır. Göl ve çevresi, Abant Tabiat Parkı olarak korunmaktadır.","Lake Abant is a freshwater lake in Turkey's Bolu Province, at an altitude of 1,328 m. It was formed as a result of a great landslide. The lake is a popular tourist attraction due to its natural beauty.",24/7,TRUE,https://bolu.ktb.gov.tr/TR-62081/abant-milli-parki.html,,FALSE,National Park,Wikipedia,https://en.wikipedia.org/wiki/Lake_Abant,2025-12-18,31.211936,40.462581
TR-Bursa-0001,Bursa ve Cumalıkızık: Osmanlı İmparatorluğu'nun Doğuşu,Bursa and Cumalıkızık: the Birth of the Ottoman Empire,Historical Site,"Historical City, Village",Bursa,"Osmangazi, Yıldırım",,,TR-WEST,"Bursa ve Cumalıkızık, Osmanlı İmparatorluğu'nun erken dönemlerine ait önemli tarihi ve kültürel miras alanlarıdır. Bursa, Osmanlı'nın ilk başkenti olarak büyük önem taşırken, Cumalıkızık ise Osmanlı kırsal mimarisini günümüze kadar koruyan nadir köylerden biridir.","Bursa and Cumalıkızık represent key historical and cultural heritage sites from the early Ottoman Empire. Bursa, as the first capital of the Ottomans, holds great significance, while Cumalıkızık is one of the rare villages that has preserved Ottoman rural architecture to this day.",Açık Alan,FALSE,https://bursa.ktb.gov.tr/,,TRUE,UNESCO Dünya Mirası,"UNESCO, Wikipedia",https://whc.unesco.org/en/list/1452,2025-12-18,29.1623231,40.1787113
TR-Bursa-0001,Ulu Camii,Grand Mosque of Bursa,Historical Site,Mosque,Bursa,Osmangazi,Nalbantoğlu,"Nalbantoğlu, 16020 Osmangazi/Bursa, Türkiye",TR-WEST,"Bursa Ulu Camii, Osmanlı döneminde inşa edilmiş en önemli camilerden biridir. 1399 yılında Yıldırım Bayezid tarafından yaptırılmıştır. Cami, 20 kubbesi ve içindeki hat sanatıyla dikkat çeker.","The Grand Mosque of Bursa is a historic mosque in Bursa, Turkey. It was commissioned by the Ottoman Sultan Bayezid I and built between 1396 and 1399. It is a large and notable monument of early Ottoman architecture, featuring 20 domes and impressive calligraphy.",24/7,FALSE,,,TRUE,Cultural Property,Wikipedia,https://en.wikipedia.org/wiki/Grand_Mosque_of_Bursa,2025-12-18,29.0670842,40.1843141
TR-Bursa-0001,Yeşil Türbe,Green Tomb,Historical Site,Tomb,Bursa,Yıldırım,Yeşil,"Yeşil, 1. Yeşil Cd., 16040 Yıldırım/Bursa, Türkiye",TR-WEST,"Yeşil Türbe, Bursa'da bulunan ve Osmanlı padişahı Çelebi Mehmet'in (I. Mehmet) türbesidir. Yeşil Külliyesi içinde yer alır ve Osmanlı türbe mimarisinin en güzel örneklerinden biri olarak kabul edilir.","The Green Tomb is a mausoleum of the fifth Ottoman Sultan, Mehmed I, in Bursa, Turkey. It forms part of a larger complex (külliye) located in the Yeşil district.",09:00 - 17:00,FALSE,,,TRUE,Part of UNESCO World Heritage Site (Bursa and Cumalıkızık: the Birth of the Ottoman Empire),Wikipedia,https://en.wikipedia.org/wiki/Green_Tomb,2025-12-18,29.0729925,40.1810205
TR-Bursa-0001,Yeşil Camii,Green Mosque,Historical Site,Mosque,Bursa,Yıldırım,Yeşil,"Yeşil, 1. Yeşil Cd. No:2, 16040 Yıldırım/Bursa",TR-WEST,"Yeşil Camii, Bursa'da bulunan, Osmanlı dönemine ait tarihi bir camidir. Çelebi Mehmet tarafından yaptırılmıştır ve Yeşil Türbe ile birlikte Yeşil Külliyesi'nin bir parçasını oluşturur.","The Green Mosque is a historic mosque in Bursa, Turkey, part of the larger Green Complex. It was commissioned by Çelebi Mehmet and completed in 1424.",08:00 - 18:00,FALSE,,,TRUE,UNESCO World Heritage Site,Wikipedia,"https://en.wikipedia.org/wiki/Green_Mosque,_Bursa",2025-12-18,29.0716276,40.1806345
TR-Bursa-0001,İznik Tarihi Kenti,Historical City of İznik,Historical Site,Ancient City,Bursa,İznik,,"İznik, Bursa, Türkiye",TR-WEST,"İznik, tarih boyunca birçok medeniyete ev sahipliği yapmış, önemli bir tarihi kenttir. Roma, Bizans, Selçuklu ve Osmanlı dönemlerine ait birçok eseri barındırır. İznik Çinileri ile de ünlüdür.","İznik is an important historical city that has hosted many civilizations throughout history. It houses many artifacts from the Roman, Byzantine, Seljuk, and Ottoman periods. It is also famous for İznik Tiles.",24/7 (Dış mekanlar),FALSE,,,TRUE,Archaeological Site,Wikipedia,https://tr.wikipedia.org/wiki/%C4%B0znik,2025-12-18,29.719743,40.429524
TR-Bursa-0001,Koza Han,Koza Han,Historical Site,Caravanserai,Bursa,Osmangazi,Nalbantoğlu,"Nalbantoğlu, Uzunçarşı Cd. No:86, 16010 Osmangazi/Bursa",TR-WEST,"Koza Han, Bursa'da bulunan tarihi bir handır. 1491 yılında II. Bayezid tarafından yaptırılmıştır ve Bursa'nın en önemli ticaret merkezlerinden biridir. Özellikle ipek ticareti ile ünlüdür.","Koza Han is a historical caravanserai located in Bursa, Turkey. It was built in 1491 by Bayezid II and is one of the most important trade centers in Bursa, especially famous for its silk trade.",08:30 - 19:00,FALSE,,,TRUE,Historical Site,Wikipedia,https://tr.wikipedia.org/wiki/Koza_Han,2025-12-18,29.0619382,40.1849468
TR-Bursa-0001,Muradiye Külliyesi,Muradiye Complex,Historical Site,Complex,Bursa,Osmangazi,Muradiye,"Muradiye, Çekirge Cd. No:20, 16050 Osmangazi/Bursa",TR-WEST,"Muradiye Külliyesi, Bursa'da bulunan ve Osmanlı padişahı II. Murad tarafından yaptırılan külliyedir. İçerisinde cami, medrese, hamam ve türbeler bulunmaktadır.","The Muradiye Complex is a complex of buildings in Bursa, Turkey, built during the reign of Ottoman Sultan Murad II. It contains a mosque, madrasa, bath, and tombs.",09:00 - 17:00,FALSE,,,TRUE,UNESCO World Heritage Site,Wikipedia,https://en.wikipedia.org/wiki/Muradiye_Complex,2025-12-18,29.037749,40.19785
